id,section,row,column,group,group_index,x_warp,y_warp,x_image,y_image,visible_score
G01,terminal_lower,G,1,,,52.909,264.304,319.323,572.908,61.593
G02,terminal_lower,G,2,,,74.017,264.304,339.826,572.99,69.765
G03,terminal_lower,G,3,,,95.125,264.304,360.323,573.072,65.333
G04,terminal_lower,G,4,,,116.232,264.304,380.814,573.154,57.84
G05,terminal_lower,G,5,,,137.34,264.304,401.3,573.235,71.259
G06,terminal_lower,G,6,,,158.448,264.304,421.781,573.317,67.79
G07,terminal_lower,G,7,,,179.555,264.304,442.256,573.399,68.864
G08,terminal_lower,G,8,,,200.663,264.304,462.726,573.481,73.778
G09,terminal_lower,G,9,,,221.771,264.304,483.19,573.563,70.333
G10,terminal_lower,G,10,,,242.878,264.304,503.649,573.644,78.148
G11,terminal_lower,G,11,,,263.986,264.304,524.102,573.726,73.272
G12,terminal_lower,G,12,,,285.094,264.304,544.551,573.808,85.827
G13,terminal_lower,G,13,,,306.201,264.304,564.993,573.89,76.63
G14,terminal_lower,G,14,,,327.309,264.304,585.431,573.971,82.198
G15,terminal_lower,G,15,,,348.417,264.304,605.863,574.053,85.519
G16,terminal_lower,G,16,,,369.524,264.304,626.289,574.135,84.395
G17,terminal_lower,G,17,,,390.632,264.304,646.71,574.216,64.531
G18,terminal_lower,G,18,,,411.74,264.304,667.126,574.298,89.222
G19,terminal_lower,G,19,,,432.848,264.304,687.537,574.379,89.975
G20,terminal_lower,G,20,,,453.955,264.304,707.942,574.461,91.123
G21,terminal_lower,G,21,,,475.063,264.304,728.341,574.542,94.074
G22,terminal_lower,G,22,,,496.171,264.304,748.736,574.624,79.272
G23,terminal_lower,G,23,,,517.278,264.304,769.124,574.705,94.198
G24,terminal_lower,G,24,,,538.386,264.304,789.508,574.787,83.432
G25,terminal_lower,G,25,,,559.494,264.304,809.886,574.868,83.111
G26,terminal_lower,G,26,,,580.601,264.304,830.259,574.95,77.877
G27,terminal_lower,G,27,,,601.709,264.304,850.626,575.031,86.395
G28,terminal_lower,G,28,,,622.817,264.304,870.988,575.113,79.247
G29,terminal_lower,G,29,,,643.924,264.304,891.345,575.194,74.469
G30,terminal_lower,G,30,,,665.032,264.304,911.696,575.275,70.914
G31,terminal_lower,G,31,,,686.14,264.304,932.042,575.357,76.963
G32,terminal_lower,G,32,,,707.247,264.304,952.383,575.438,79.827
G33,terminal_lower,G,33,,,728.355,264.304,972.718,575.519,81.247
G34,terminal_lower,G,34,,,749.463,264.304,993.048,575.6,85.062
G35,terminal_lower,G,35,,,770.571,264.304,1013.372,575.682,82.037
G36,terminal_lower,G,36,,,791.678,264.304,1033.691,575.763,76.815
G37,terminal_lower,G,37,,,812.786,264.304,1054.005,575.844,76.025
G38,terminal_lower,G,38,,,833.894,264.304,1074.314,575.925,73.148
G39,terminal_lower,G,39,,,855.001,264.304,1094.617,576.006,72.802
G40,terminal_lower,G,40,,,876.109,264.304,1114.915,576.087,70.37
G41,terminal_lower,G,41,,,897.217,264.304,1135.207,576.169,72.444
G42,terminal_lower,G,42,,,918.324,264.304,1155.494,576.25,63.272
G43,terminal_lower,G,43,,,939.432,264.304,1175.776,576.331,72.704
G44,terminal_lower,G,44,,,960.54,264.304,1196.052,576.412,60.309
G45,terminal_lower,G,45,,,981.647,264.304,1216.323,576.493,61.914
G46,terminal_lower,G,46,,,1002.755,264.304,1236.589,576.574,58.79
G47,terminal_lower,G,47,,,1023.863,264.304,1256.849,576.655,58.0
G48,terminal_lower,G,48,,,1044.97,264.304,1277.104,576.736,57.864
G49,terminal_lower,G,49,,,1066.078,264.304,1297.354,576.817,51.765
G50,terminal_lower,G,50,,,1087.186,264.304,1317.599,576.897,53.148
G51,terminal_lower,G,51,,,1108.294,264.304,1337.838,576.978,48.543
G52,terminal_lower,G,52,,,1129.401,264.304,1358.072,577.059,55.827
G53,terminal_lower,G,53,,,1150.509,264.304,1378.3,577.14,48.222
G54,terminal_lower,G,54,,,1171.617,264.304,1398.523,577.221,48.975
G55,terminal_lower,G,55,,,1192.724,264.304,1418.741,577.302,49.0
G56,terminal_lower,G,56,,,1213.832,264.304,1438.954,577.382,45.914
G57,terminal_lower,G,57,,,1234.94,264.304,1459.161,577.463,44.16
G58,terminal_lower,G,58,,,1256.047,264.304,1479.363,577.544,42.284
G59,terminal_lower,G,59,,,1277.155,264.304,1499.56,577.625,35.173
G60,terminal_lower,G,60,,,1298.263,264.304,1519.751,577.705,33.432
G61,terminal_lower,G,61,,,1319.37,264.304,1539.937,577.786,34.321
G62,terminal_lower,G,62,,,1340.478,264.304,1560.118,577.867,34.42
H00,terminal_lower,H,0,,,31.801,284.047,296.323,592.956,62.963
H01,terminal_lower,H,1,,,52.909,284.047,316.926,593.036,60.556
H02,terminal_lower,H,2,,,74.017,284.047,337.523,593.116,61.383
H03,terminal_lower,H,3,,,95.125,284.047,358.115,593.195,62.037
H04,terminal_lower,H,4,,,116.232,284.047,378.702,593.275,65.84
H05,terminal_lower,H,5,,,137.34,284.047,399.283,593.354,67.111
H06,terminal_lower,H,6,,,158.448,284.047,419.859,593.434,73.642
H07,terminal_lower,H,7,,,179.555,284.047,440.429,593.514,68.765
H08,terminal_lower,H,8,,,200.663,284.047,460.994,593.593,71.198
H09,terminal_lower,H,9,,,221.771,284.047,481.553,593.673,72.444
H10,terminal_lower,H,10,,,242.878,284.047,502.107,593.752,80.086
H11,terminal_lower,H,11,,,263.986,284.047,522.655,593.831,79.864
H12,terminal_lower,H,12,,,285.094,284.047,543.198,593.911,84.37
H13,terminal_lower,H,13,,,306.201,284.047,563.736,593.99,76.741
H14,terminal_lower,H,14,,,327.309,284.047,584.268,594.07,85.272
H15,terminal_lower,H,15,,,348.417,284.047,604.794,594.149,83.951
H16,terminal_lower,H,16,,,369.524,284.047,625.315,594.228,77.296
H17,terminal_lower,H,17,,,390.632,284.047,645.831,594.308,82.099
H18,terminal_lower,H,18,,,411.74,284.047,666.341,594.387,87.642
H19,terminal_lower,H,19,,,432.848,284.047,686.846,594.466,87.432
H20,terminal_lower,H,20,,,453.955,284.047,707.345,594.546,86.481
H21,terminal_lower,H,21,,,475.063,284.047,727.839,594.625,88.025
H22,terminal_lower,H,22,,,496.171,284.047,748.328,594.704,93.111
H23,terminal_lower,H,23,,,517.278,284.047,768.811,594.783,92.185
H24,terminal_lower,H,24,,,538.386,284.047,789.289,594.862,81.444
H25,terminal_lower,H,25,,,559.494,284.047,809.761,594.942,77.654
H26,terminal_lower,H,26,,,580.601,284.047,830.228,595.021,78.148
H27,terminal_lower,H,27,,,601.709,284.047,850.689,595.1,80.914
H28,terminal_lower,H,28,,,622.817,284.047,871.145,595.179,74.815
H29,terminal_lower,H,29,,,643.924,284.047,891.595,595.258,75.16
H30,terminal_lower,H,30,,,665.032,284.047,912.041,595.337,81.383
H31,terminal_lower,H,31,,,686.14,284.047,932.48,595.416,78.173
H32,terminal_lower,H,32,,,707.247,284.047,952.915,595.495,79.198
H33,terminal_lower,H,33,,,728.355,284.047,973.344,595.574,80.198
H34,terminal_lower,H,34,,,749.463,284.047,993.767,595.653,87.136
H35,terminal_lower,H,35,,,770.571,284.047,1014.185,595.732,80.123
H36,terminal_lower,H,36,,,791.678,284.047,1034.598,595.811,82.679
H37,terminal_lower,H,37,,,812.786,284.047,1055.005,595.89,80.469
H38,terminal_lower,H,38,,,833.894,284.047,1075.407,595.969,74.025
H39,terminal_lower,H,39,,,855.001,284.047,1095.804,596.048,72.988
H40,terminal_lower,H,40,,,876.109,284.047,1116.195,596.127,67.728
H41,terminal_lower,H,41,,,897.217,284.047,1136.581,596.205,69.148
H42,terminal_lower,H,42,,,918.324,284.047,1156.961,596.284,71.519
H43,terminal_lower,H,43,,,939.432,284.047,1177.336,596.363,67.938
H44,terminal_lower,H,44,,,960.54,284.047,1197.705,596.442,67.062
H45,terminal_lower,H,45,,,981.647,284.047,1218.07,596.52,57.605
H46,terminal_lower,H,46,,,1002.755,284.047,1238.428,596.599,59.926
H47,terminal_lower,H,47,,,1023.863,284.047,1258.782,596.678,64.37
H48,terminal_lower,H,48,,,1044.97,284.047,1279.13,596.757,61.988
H49,terminal_lower,H,49,,,1066.078,284.047,1299.473,596.835,56.556
H50,terminal_lower,H,50,,,1087.186,284.047,1319.81,596.914,57.37
H51,terminal_lower,H,51,,,1108.294,284.047,1340.142,596.992,50.346
H52,terminal_lower,H,52,,,1129.401,284.047,1360.469,597.071,56.222
H53,terminal_lower,H,53,,,1150.509,284.047,1380.79,597.15,52.309
H54,terminal_lower,H,54,,,1171.617,284.047,1401.106,597.228,47.914
H55,terminal_lower,H,55,,,1192.724,284.047,1421.416,597.307,47.704
H56,terminal_lower,H,56,,,1213.832,284.047,1441.721,597.385,46.173
H57,terminal_lower,H,57,,,1234.94,284.047,1462.021,597.464,47.123
H58,terminal_lower,H,58,,,1256.047,284.047,1482.316,597.542,42.481
H59,terminal_lower,H,59,,,1277.155,284.047,1502.605,597.621,42.444
H60,terminal_lower,H,60,,,1298.263,284.047,1522.888,597.699,35.444
H61,terminal_lower,H,61,,,1319.37,284.047,1543.167,597.778,35.617
H62,terminal_lower,H,62,,,1340.478,284.047,1563.44,597.856,39.284
I00,terminal_lower,I,0,,,31.801,303.789,293.807,613.274,62.21
I01,terminal_lower,I,1,,,52.909,303.789,314.506,613.352,56.074
I02,terminal_lower,I,2,,,74.017,303.789,335.2,613.429,56.148
I03,terminal_lower,I,3,,,95.125,303.789,355.888,613.506,60.827
I04,terminal_lower,I,4,,,116.232,303.789,376.57,613.583,68.198
I05,terminal_lower,I,5,,,137.34,303.789,397.248,613.661,67.951
I06,terminal_lower,I,6,,,158.448,303.789,417.919,613.738,65.901
I07,terminal_lower,I,7,,,179.555,303.789,438.585,613.815,66.864
I08,terminal_lower,I,8,,,200.663,303.789,459.246,613.892,66.37
I09,terminal_lower,I,9,,,221.771,303.789,479.901,613.969,68.926
I10,terminal_lower,I,10,,,242.878,303.789,500.55,614.047,67.901
I11,terminal_lower,I,11,,,263.986,303.789,521.194,614.124,74.716
I12,terminal_lower,I,12,,,285.094,303.789,541.833,614.201,79.309
I13,terminal_lower,I,13,,,306.201,303.789,562.466,614.278,76.852
I14,terminal_lower,I,14,,,327.309,303.789,583.094,614.355,79.877
I15,terminal_lower,I,15,,,348.417,303.789,603.716,614.432,83.42
I16,terminal_lower,I,16,,,369.524,303.789,624.332,614.509,79.605
I17,terminal_lower,I,17,,,390.632,303.789,644.943,614.586,94.605
I18,terminal_lower,I,18,,,411.74,303.789,665.549,614.663,82.123
I19,terminal_lower,I,19,,,432.848,303.789,686.149,614.74,81.086
I20,terminal_lower,I,20,,,453.955,303.789,706.743,614.817,85.469
I21,terminal_lower,I,21,,,475.063,303.789,727.333,614.894,78.975
I22,terminal_lower,I,22,,,496.171,303.789,747.916,614.971,74.494
I23,terminal_lower,I,23,,,517.278,303.789,768.494,615.047,81.642
I24,terminal_lower,I,24,,,538.386,303.789,789.067,615.124,71.519
I25,terminal_lower,I,25,,,559.494,303.789,809.634,615.201,73.086
I26,terminal_lower,I,26,,,580.601,303.789,830.196,615.278,68.481
I27,terminal_lower,I,27,,,601.709,303.789,850.752,615.355,76.605
I28,terminal_lower,I,28,,,622.817,303.789,871.303,615.432,66.889
I29,terminal_lower,I,29,,,643.924,303.789,891.848,615.508,81.951
I30,terminal_lower,I,30,,,665.032,303.789,912.388,615.585,84.037
I31,terminal_lower,I,31,,,686.14,303.789,932.923,615.662,79.469
I32,terminal_lower,I,32,,,707.247,303.789,953.452,615.738,83.642
I33,terminal_lower,I,33,,,728.355,303.789,973.975,615.815,73.691
I34,terminal_lower,I,34,,,749.463,303.789,994.493,615.892,86.457
I35,terminal_lower,I,35,,,770.571,303.789,1015.006,615.968,80.198
I36,terminal_lower,I,36,,,791.678,303.789,1035.513,616.045,77.309
I37,terminal_lower,I,37,,,812.786,303.789,1056.015,616.122,76.642
I38,terminal_lower,I,38,,,833.894,303.789,1076.511,616.198,68.309
I39,terminal_lower,I,39,,,855.001,303.789,1097.002,616.275,69.951
I40,terminal_lower,I,40,,,876.109,303.789,1117.487,616.351,72.556
I41,terminal_lower,I,41,,,897.217,303.789,1137.967,616.428,72.444
I42,terminal_lower,I,42,,,918.324,303.789,1158.441,616.504,69.136
I43,terminal_lower,I,43,,,939.432,303.789,1178.91,616.581,68.975
I44,terminal_lower,I,44,,,960.54,303.789,1199.374,616.657,64.136
I45,terminal_lower,I,45,,,981.647,303.789,1219.832,616.734,60.481
I46,terminal_lower,I,46,,,1002.755,303.789,1240.285,616.81,63.531
I47,terminal_lower,I,47,,,1023.863,303.789,1260.732,616.886,59.691
I48,terminal_lower,I,48,,,1044.97,303.789,1281.174,616.963,58.63
I49,terminal_lower,I,49,,,1066.078,303.789,1301.611,617.039,55.901
I50,terminal_lower,I,50,,,1087.186,303.789,1322.042,617.115,55.827
I51,terminal_lower,I,51,,,1108.294,303.789,1342.467,617.192,53.815
I52,terminal_lower,I,52,,,1129.401,303.789,1362.888,617.268,53.679
I53,terminal_lower,I,53,,,1150.509,303.789,1383.302,617.344,52.049
I54,terminal_lower,I,54,,,1171.617,303.789,1403.712,617.42,53.975
I55,terminal_lower,I,55,,,1192.724,303.789,1424.116,617.497,50.864
I56,terminal_lower,I,56,,,1213.832,303.789,1444.514,617.573,45.901
I57,terminal_lower,I,57,,,1234.94,303.789,1464.907,617.649,45.099
I58,terminal_lower,I,58,,,1256.047,303.789,1485.295,617.725,46.741
I59,terminal_lower,I,59,,,1277.155,303.789,1505.678,617.801,44.506
I60,terminal_lower,I,60,,,1298.263,303.789,1526.055,617.877,32.568
I61,terminal_lower,I,61,,,1319.37,303.789,1546.426,617.954,33.84
I62,terminal_lower,I,62,,,1340.478,303.789,1566.792,618.03,35.148
J00,terminal_lower,J,0,,,31.801,323.532,291.267,633.782,62.198
J01,terminal_lower,J,1,,,52.909,323.532,312.063,633.857,60.605
J02,terminal_lower,J,2,,,74.017,323.532,332.854,633.932,56.148
J03,terminal_lower,J,3,,,95.125,323.532,353.639,634.007,63.395
J04,terminal_lower,J,4,,,116.232,323.532,374.419,634.082,61.049
J05,terminal_lower,J,5,,,137.34,323.532,395.193,634.157,66.099
J06,terminal_lower,J,6,,,158.448,323.532,415.961,634.231,67.79
J07,terminal_lower,J,7,,,179.555,323.532,436.724,634.306,65.21
J08,terminal_lower,J,8,,,200.663,323.532,457.481,634.381,63.284
J09,terminal_lower,J,9,,,221.771,323.532,478.233,634.456,71.062
J10,terminal_lower,J,10,,,242.878,323.532,498.979,634.531,71.753
J11,terminal_lower,J,11,,,263.986,323.532,519.72,634.605,74.926
J12,terminal_lower,J,12,,,285.094,323.532,540.455,634.68,71.395
J13,terminal_lower,J,13,,,306.201,323.532,561.185,634.755,80.284
J14,terminal_lower,J,14,,,327.309,323.532,581.909,634.829,78.086
J15,terminal_lower,J,15,,,348.417,323.532,602.627,634.904,79.123
J16,terminal_lower,J,16,,,369.524,323.532,623.34,634.979,75.222
J17,terminal_lower,J,17,,,390.632,323.532,644.047,635.053,82.333
J18,terminal_lower,J,18,,,411.74,323.532,664.749,635.128,80.975
J19,terminal_lower,J,19,,,432.848,323.532,685.445,635.202,85.358
J20,terminal_lower,J,20,,,453.955,323.532,706.136,635.277,87.407
J21,terminal_lower,J,21,,,475.063,323.532,726.821,635.352,89.284
J22,terminal_lower,J,22,,,496.171,323.532,747.501,635.426,85.247
J23,terminal_lower,J,23,,,517.278,323.532,768.175,635.501,82.728
J24,terminal_lower,J,24,,,538.386,323.532,788.844,635.575,76.333
J25,terminal_lower,J,25,,,559.494,323.532,809.507,635.65,69.37
J26,terminal_lower,J,26,,,580.601,323.532,830.164,635.724,70.395
J27,terminal_lower,J,27,,,601.709,323.532,850.816,635.798,69.284
J28,terminal_lower,J,28,,,622.817,323.532,871.463,635.873,72.741
J29,terminal_lower,J,29,,,643.924,323.532,892.104,635.947,79.543
J30,terminal_lower,J,30,,,665.032,323.532,912.739,636.021,83.506
J31,terminal_lower,J,31,,,686.14,323.532,933.369,636.096,78.358
J32,terminal_lower,J,32,,,707.247,323.532,953.994,636.17,81.827
J33,terminal_lower,J,33,,,728.355,323.532,974.612,636.244,77.173
J34,terminal_lower,J,34,,,749.463,323.532,995.226,636.319,75.691
J35,terminal_lower,J,35,,,770.571,323.532,1015.834,636.393,83.259
J36,terminal_lower,J,36,,,791.678,323.532,1036.436,636.467,73.531
J37,terminal_lower,J,37,,,812.786,323.532,1057.033,636.541,75.926
J38,terminal_lower,J,38,,,833.894,323.532,1077.625,636.616,69.469
J39,terminal_lower,J,39,,,855.001,323.532,1098.211,636.69,70.469
J40,terminal_lower,J,40,,,876.109,323.532,1118.791,636.764,63.123
J41,terminal_lower,J,41,,,897.217,323.532,1139.366,636.838,69.333
J42,terminal_lower,J,42,,,918.324,323.532,1159.936,636.912,68.531
J43,terminal_lower,J,43,,,939.432,323.532,1180.5,636.986,70.877
J44,terminal_lower,J,44,,,960.54,323.532,1201.058,637.06,64.272
J45,terminal_lower,J,45,,,981.647,323.532,1221.611,637.134,50.593
J46,terminal_lower,J,46,,,1002.755,323.532,1242.159,637.208,56.444
J47,terminal_lower,J,47,,,1023.863,323.532,1262.701,637.283,58.667
J48,terminal_lower,J,48,,,1044.97,323.532,1283.237,637.357,60.272
J49,terminal_lower,J,49,,,1066.078,323.532,1303.768,637.43,54.407
J50,terminal_lower,J,50,,,1087.186,323.532,1324.294,637.504,57.012
J51,terminal_lower,J,51,,,1108.294,323.532,1344.814,637.578,53.173
J52,terminal_lower,J,52,,,1129.401,323.532,1365.329,637.652,53.938
J53,terminal_lower,J,53,,,1150.509,323.532,1385.838,637.726,46.815
J54,terminal_lower,J,54,,,1171.617,323.532,1406.342,637.8,43.753
J55,terminal_lower,J,55,,,1192.724,323.532,1426.84,637.874,44.333
J56,terminal_lower,J,56,,,1213.832,323.532,1447.333,637.948,48.519
J57,terminal_lower,J,57,,,1234.94,323.532,1467.821,638.022,47.704
J58,terminal_lower,J,58,,,1256.047,323.532,1488.303,638.095,45.679
J59,terminal_lower,J,59,,,1277.155,323.532,1508.779,638.169,39.975
J60,terminal_lower,J,60,,,1298.263,323.532,1529.25,638.243,39.457
J61,terminal_lower,J,61,,,1319.37,323.532,1549.716,638.317,32.432
J62,terminal_lower,J,62,,,1340.478,323.532,1570.176,638.39,35.37
top_pos_00,power_rail,top_pos,0,0,0,70.603,27.03,362.782,344.842,22.741
top_pos_01,power_rail,top_pos,1,0,1,91.811,27.03,382.293,344.949,35.333
top_pos_02,power_rail,top_pos,2,0,2,113.019,27.03,401.799,345.055,30.716
top_pos_03,power_rail,top_pos,3,0,3,134.227,27.03,421.3,345.162,32.704
top_pos_04,power_rail,top_pos,4,0,4,155.434,27.03,440.796,345.268,32.901
top_pos_05,power_rail,top_pos,5,1,0,197.85,27.03,479.774,345.482,32.988
top_pos_06,power_rail,top_pos,6,1,1,219.058,27.03,499.255,345.588,43.802
top_pos_07,power_rail,top_pos,7,1,2,240.266,27.03,518.732,345.695,36.284
top_pos_08,power_rail,top_pos,8,1,3,261.474,27.03,538.203,345.801,37.63
top_pos_09,power_rail,top_pos,9,1,4,282.682,27.03,557.67,345.908,32.815
top_pos_10,power_rail,top_pos,10,2,0,325.098,27.03,596.589,346.121,41.284
top_pos_11,power_rail,top_pos,11,2,1,346.306,27.03,616.041,346.227,53.506
top_pos_12,power_rail,top_pos,12,2,2,367.514,27.03,635.488,346.333,53.506
top_pos_13,power_rail,top_pos,13,2,3,388.722,27.03,654.93,346.44,59.988
top_pos_14,power_rail,top_pos,14,2,4,409.93,27.03,674.368,346.546,49.827
top_pos_15,power_rail,top_pos,15,3,0,452.346,27.03,713.228,346.758,51.012
top_pos_16,power_rail,top_pos,16,3,1,473.554,27.03,732.651,346.865,50.358
top_pos_17,power_rail,top_pos,17,3,2,494.762,27.03,752.069,346.971,50.358
top_pos_18,power_rail,top_pos,18,3,3,515.97,27.03,771.482,347.077,52.988
top_pos_19,power_rail,top_pos,19,3,4,537.178,27.03,790.89,347.183,47.432
top_pos_20,power_rail,top_pos,20,4,0,579.593,27.03,829.691,347.395,45.988
top_pos_21,power_rail,top_pos,21,4,1,600.801,27.03,849.085,347.501,46.58
top_pos_22,power_rail,top_pos,22,4,2,622.009,27.03,868.474,347.607,51.778
top_pos_23,power_rail,top_pos,23,4,3,643.217,27.03,887.857,347.713,53.543
top_pos_24,power_rail,top_pos,24,4,4,664.425,27.03,907.236,347.819,38.222
top_pos_25,power_rail,top_pos,25,5,0,706.841,27.03,945.98,348.031,35.642
top_pos_26,power_rail,top_pos,26,5,1,728.049,27.03,965.344,348.137,36.173
top_pos_27,power_rail,top_pos,27,5,2,749.257,27.03,984.703,348.243,38.778
top_pos_28,power_rail,top_pos,28,5,3,770.465,27.03,1004.058,348.349,45.21
top_pos_29,power_rail,top_pos,29,5,4,791.673,27.03,1023.408,348.455,38.395
top_pos_30,power_rail,top_pos,30,6,0,834.089,27.03,1062.093,348.666,36.914
top_pos_31,power_rail,top_pos,31,6,1,855.297,27.03,1081.428,348.772,30.395
top_pos_32,power_rail,top_pos,32,6,2,876.505,27.03,1100.759,348.878,48.296
top_pos_33,power_rail,top_pos,33,6,3,897.713,27.03,1120.084,348.983,44.358
top_pos_34,power_rail,top_pos,34,6,4,918.921,27.03,1139.405,349.089,38.432
top_pos_35,power_rail,top_pos,35,7,0,961.337,27.03,1178.032,349.3,37.025
top_pos_36,power_rail,top_pos,36,7,1,982.545,27.03,1197.338,349.406,38.778
top_pos_37,power_rail,top_pos,37,7,2,1003.752,27.03,1216.639,349.512,43.926
top_pos_38,power_rail,top_pos,38,7,3,1024.96,27.03,1235.936,349.617,38.951
top_pos_39,power_rail,top_pos,39,7,4,1046.168,27.03,1255.228,349.723,40.0
top_pos_40,power_rail,top_pos,40,8,0,1088.584,27.03,1293.797,349.934,51.309
top_pos_41,power_rail,top_pos,41,8,1,1109.792,27.03,1313.074,350.039,36.21
top_pos_42,power_rail,top_pos,42,8,2,1131.0,27.03,1332.346,350.144,42.235
top_pos_43,power_rail,top_pos,43,8,3,1152.208,27.03,1351.614,350.25,39.815
top_pos_44,power_rail,top_pos,44,8,4,1173.416,27.03,1370.877,350.355,36.531
top_pos_45,power_rail,top_pos,45,9,0,1215.832,27.03,1409.388,350.566,43.062
top_pos_46,power_rail,top_pos,46,9,1,1237.04,27.03,1428.636,350.671,40.914
top_pos_47,power_rail,top_pos,47,9,2,1258.248,27.03,1447.88,350.776,38.753
top_pos_48,power_rail,top_pos,48,9,3,1279.456,27.03,1467.118,350.881,39.136
top_pos_49,power_rail,top_pos,49,9,4,1300.664,27.03,1486.352,350.987,42.21
top_neg_00,power_rail,top_neg,0,0,0,70.603,47.612,360.613,363.678,17.42
top_neg_01,power_rail,top_neg,1,0,1,91.811,47.612,380.213,363.783,26.272
top_neg_02,power_rail,top_neg,2,0,2,113.019,47.612,399.809,363.887,28.235
top_neg_03,power_rail,top_neg,3,0,3,134.227,47.612,419.399,363.992,26.173
top_neg_04,power_rail,top_neg,4,0,4,155.434,47.612,438.985,364.097,30.951
top_neg_05,power_rail,top_neg,5,1,0,197.85,47.612,478.141,364.306,41.432
top_neg_06,power_rail,top_neg,6,1,1,219.058,47.612,497.711,364.411,37.074
top_neg_07,power_rail,top_neg,7,1,2,240.266,47.612,517.277,364.515,38.333
top_neg_08,power_rail,top_neg,8,1,3,261.474,47.612,536.838,364.62,33.358
top_neg_09,power_rail,top_neg,9,1,4,282.682,47.612,556.394,364.725,38.815
top_neg_10,power_rail,top_neg,10,2,0,325.098,47.612,595.491,364.934,33.926
top_neg_11,power_rail,top_neg,11,2,1,346.306,47.612,615.032,365.038,42.679
top_neg_12,power_rail,top_neg,12,2,2,367.514,47.612,634.568,365.143,53.704
top_neg_13,power_rail,top_neg,13,2,3,388.722,47.612,654.099,365.247,38.519
top_neg_14,power_rail,top_neg,14,2,4,409.93,47.612,673.625,365.352,43.457
top_neg_15,power_rail,top_neg,15,3,0,452.346,47.612,712.663,365.56,53.0
top_neg_16,power_rail,top_neg,16,3,1,473.554,47.612,732.174,365.665,49.864
top_neg_17,power_rail,top_neg,17,3,2,494.762,47.612,751.681,365.769,39.235
top_neg_18,power_rail,top_neg,18,3,3,515.97,47.612,771.183,365.873,46.593
top_neg_19,power_rail,top_neg,19,3,4,537.178,47.612,790.679,365.977,48.901
top_neg_20,power_rail,top_neg,20,4,0,579.593,47.612,829.658,366.186,51.321
top_neg_21,power_rail,top_neg,21,4,1,600.801,47.612,849.14,366.29,43.815
top_neg_22,power_rail,top_neg,22,4,2,622.009,47.612,868.617,366.394,64.222
top_neg_23,power_rail,top_neg,23,4,3,643.217,47.612,888.089,366.498,58.568
top_neg_24,power_rail,top_neg,24,4,4,664.425,47.612,907.556,366.602,49.494
top_neg_25,power_rail,top_neg,25,5,0,706.841,47.612,946.476,366.811,43.333
top_neg_26,power_rail,top_neg,26,5,1,728.049,47.612,965.929,366.915,50.136
top_neg_27,power_rail,top_neg,27,5,2,749.257,47.612,985.376,367.019,46.469
top_neg_28,power_rail,top_neg,28,5,3,770.465,47.612,1004.819,367.123,41.444
top_neg_29,power_rail,top_neg,29,5,4,791.673,47.612,1024.257,367.227,48.296
top_neg_30,power_rail,top_neg,30,6,0,834.089,47.612,1063.118,367.434,42.346
top_neg_31,power_rail,top_neg,31,6,1,855.297,47.612,1082.541,367.538,41.691
top_neg_32,power_rail,top_neg,32,6,2,876.505,47.612,1101.959,367.642,48.309
top_neg_33,power_rail,top_neg,33,6,3,897.713,47.612,1121.372,367.746,52.951
top_neg_34,power_rail,top_neg,34,6,4,918.921,47.612,1140.781,367.85,41.395
top_neg_35,power_rail,top_neg,35,7,0,961.337,47.612,1179.583,368.057,41.16
top_neg_36,power_rail,top_neg,36,7,1,982.545,47.612,1198.977,368.161,47.926
top_neg_37,power_rail,top_neg,37,7,2,1003.752,47.612,1218.366,368.264,47.827
top_neg_38,power_rail,top_neg,38,7,3,1024.96,47.612,1237.75,368.368,44.667
top_neg_39,power_rail,top_neg,39,7,4,1046.168,47.612,1257.129,368.472,44.407
top_neg_40,power_rail,top_neg,40,8,0,1088.584,47.612,1295.873,368.679,40.926
top_neg_41,power_rail,top_neg,41,8,1,1109.792,47.612,1315.238,368.783,41.852
top_neg_42,power_rail,top_neg,42,8,2,1131.0,47.612,1334.598,368.886,40.395
top_neg_43,power_rail,top_neg,43,8,3,1152.208,47.612,1353.952,368.99,33.963
top_neg_44,power_rail,top_neg,44,8,4,1173.416,47.612,1373.302,369.093,37.568
top_neg_45,power_rail,top_neg,45,9,0,1215.832,47.612,1411.988,369.3,45.185
top_neg_46,power_rail,top_neg,46,9,1,1237.04,47.612,1431.323,369.403,43.988
top_neg_47,power_rail,top_neg,47,9,2,1258.248,47.612,1450.654,369.507,37.914
top_neg_48,power_rail,top_neg,48,9,3,1279.456,47.612,1469.979,369.61,32.765
top_neg_49,power_rail,top_neg,49,9,4,1300.664,47.612,1489.3,369.713,41.123
bottom_pos_00,power_rail,bottom_pos,0,0,0,70.603,383.013,322.242,696.869,38.679
bottom_pos_01,power_rail,bottom_pos,1,0,1,91.811,383.013,343.426,696.937,49.432
bottom_pos_02,power_rail,bottom_pos,2,0,2,113.019,383.013,364.605,697.005,56.975
bottom_pos_03,power_rail,bottom_pos,3,0,3,134.227,383.013,385.777,697.072,63.753
bottom_pos_04,power_rail,bottom_pos,4,0,4,155.434,383.013,406.944,697.14,65.79
bottom_pos_05,power_rail,bottom_pos,5,1,0,197.85,383.013,449.26,697.275,58.21
bottom_pos_06,power_rail,bottom_pos,6,1,1,219.058,383.013,470.409,697.343,65.79
bottom_pos_07,power_rail,bottom_pos,7,1,2,240.266,383.013,491.553,697.411,66.062
