id,section,row,column,group,group_index,x_warp,y_warp,x_image,y_image,visible_score,connection_name,connection_type,connection_axis,connection_index,connection_member_count,adjacent_connected_ids
D02,terminal_upper,D,2,,,142.672,316.128,206.769,665.324,56.16,terminal_upper_col_02,vertical_terminal_strip,vertical,3,5,C02;E02
D03,terminal_upper,D,3,,,179.396,316.128,246.144,665.664,59.346,terminal_upper_col_03,vertical_terminal_strip,vertical,3,5,C03;E03
D04,terminal_upper,D,4,,,216.119,316.128,285.411,666.004,73.346,terminal_upper_col_04,vertical_terminal_strip,vertical,3,5,C04;E04
D05,terminal_upper,D,5,,,252.843,316.128,324.571,666.342,60.58,terminal_upper_col_05,vertical_terminal_strip,vertical,3,5,C05;E05
D06,terminal_upper,D,6,,,289.567,316.128,363.623,666.68,82.864,terminal_upper_col_06,vertical_terminal_strip,vertical,3,5,C06;E06
D07,terminal_upper,D,7,,,326.291,316.128,402.568,667.016,76.148,terminal_upper_col_07,vertical_terminal_strip,vertical,3,5,C07;E07
D08,terminal_upper,D,8,,,363.014,316.128,441.407,667.352,98.593,terminal_upper_col_08,vertical_terminal_strip,vertical,3,5,C08;E08
D09,terminal_upper,D,9,,,399.738,316.128,480.14,667.687,122.654,terminal_upper_col_09,vertical_terminal_strip,vertical,3,5,C09;E09
D10,terminal_upper,D,10,,,436.462,316.128,518.767,668.021,108.741,terminal_upper_col_10,vertical_terminal_strip,vertical,3,5,C10;E10
D11,terminal_upper,D,11,,,473.186,316.128,557.289,668.354,108.469,terminal_upper_col_11,vertical_terminal_strip,vertical,3,5,C11;E11
D12,terminal_upper,D,12,,,509.909,316.128,595.707,668.686,91.765,terminal_upper_col_12,vertical_terminal_strip,vertical,3,5,C12;E12
D13,terminal_upper,D,13,,,546.633,316.128,634.02,669.017,147.642,terminal_upper_col_13,vertical_terminal_strip,vertical,3,5,C13;E13
D14,terminal_upper,D,14,,,583.357,316.128,672.229,669.347,131.506,terminal_upper_col_14,vertical_terminal_strip,vertical,3,5,C14;E14
D15,terminal_upper,D,15,,,620.081,316.128,710.335,669.677,155.63,terminal_upper_col_15,vertical_terminal_strip,vertical,3,5,C15;E15
D16,terminal_upper,D,16,,,656.804,316.128,748.337,670.005,151.79,terminal_upper_col_16,vertical_terminal_strip,vertical,3,5,C16;E16
D17,terminal_upper,D,17,,,693.528,316.128,786.238,670.333,152.58,terminal_upper_col_17,vertical_terminal_strip,vertical,3,5,C17;E17
D18,terminal_upper,D,18,,,730.252,316.128,824.035,670.66,172.926,terminal_upper_col_18,vertical_terminal_strip,vertical,3,5,C18;E18
D19,terminal_upper,D,19,,,766.975,316.128,861.732,670.985,176.84,terminal_upper_col_19,vertical_terminal_strip,vertical,3,5,C19;E19
D20,terminal_upper,D,20,,,803.699,316.128,899.326,671.31,174.815,terminal_upper_col_20,vertical_terminal_strip,vertical,3,5,C20;E20
D21,terminal_upper,D,21,,,840.423,316.128,936.82,671.634,166.062,terminal_upper_col_21,vertical_terminal_strip,vertical,3,5,C21;E21
D22,terminal_upper,D,22,,,877.147,316.128,974.213,671.958,171.605,terminal_upper_col_22,vertical_terminal_strip,vertical,3,5,C22;E22
D23,terminal_upper,D,23,,,913.87,316.128,1011.506,672.28,143.407,terminal_upper_col_23,vertical_terminal_strip,vertical,3,5,C23;E23
D24,terminal_upper,D,24,,,950.594,316.128,1048.7,672.602,164.494,terminal_upper_col_24,vertical_terminal_strip,vertical,3,5,C24;E24
D25,terminal_upper,D,25,,,987.318,316.128,1085.794,672.922,166.395,terminal_upper_col_25,vertical_terminal_strip,vertical,3,5,C25;E25
D26,terminal_upper,D,26,,,1024.042,316.128,1122.789,673.242,74.889,terminal_upper_col_26,vertical_terminal_strip,vertical,3,5,C26;E26
D27,terminal_upper,D,27,,,1060.765,316.128,1159.685,673.561,62.086,terminal_upper_col_27,vertical_terminal_strip,vertical,3,5,C27;E27
D28,terminal_upper,D,28,,,1097.489,316.128,1196.483,673.879,148.321,terminal_upper_col_28,vertical_terminal_strip,vertical,3,5,C28;E28
D29,terminal_upper,D,29,,,1134.213,316.128,1233.184,674.196,149.469,terminal_upper_col_29,vertical_terminal_strip,vertical,3,5,C29;E29
D30,terminal_upper,D,30,,,1170.937,316.128,1269.787,674.513,140.864,terminal_upper_col_30,vertical_terminal_strip,vertical,3,5,C30;E30
D31,terminal_upper,D,31,,,1207.66,316.128,1306.293,674.828,161.457,terminal_upper_col_31,vertical_terminal_strip,vertical,3,5,C31;E31
D32,terminal_upper,D,32,,,1244.384,316.128,1342.703,675.143,136.914,terminal_upper_col_32,vertical_terminal_strip,vertical,3,5,C32;E32
D33,terminal_upper,D,33,,,1281.108,316.128,1379.016,675.457,130.444,terminal_upper_col_33,vertical_terminal_strip,vertical,3,5,C33;E33
D34,terminal_upper,D,34,,,1317.831,316.128,1415.233,675.77,115.617,terminal_upper_col_34,vertical_terminal_strip,vertical,3,5,C34;E34
D35,terminal_upper,D,35,,,1354.555,316.128,1451.355,676.082,122.346,terminal_upper_col_35,vertical_terminal_strip,vertical,3,5,C35;E35
D36,terminal_upper,D,36,,,1391.279,316.128,1487.382,676.394,117.741,terminal_upper_col_36,vertical_terminal_strip,vertical,3,5,C36;E36
D37,terminal_upper,D,37,,,1428.003,316.128,1523.314,676.704,111.889,terminal_upper_col_37,vertical_terminal_strip,vertical,3,5,C37;E37
D38,terminal_upper,D,38,,,1464.726,316.128,1559.152,677.014,121.0,terminal_upper_col_38,vertical_terminal_strip,vertical,3,5,C38;E38
D39,terminal_upper,D,39,,,1501.45,316.128,1594.896,677.323,103.593,terminal_upper_col_39,vertical_terminal_strip,vertical,3,5,C39;E39
D40,terminal_upper,D,40,,,1538.174,316.128,1630.546,677.631,91.383,terminal_upper_col_40,vertical_terminal_strip,vertical,3,5,C40;E40
D41,terminal_upper,D,41,,,1574.898,316.128,1666.103,677.938,82.16,terminal_upper_col_41,vertical_terminal_strip,vertical,3,5,C41;E41
D42,terminal_upper,D,42,,,1611.621,316.128,1701.567,678.245,74.395,terminal_upper_col_42,vertical_terminal_strip,vertical,3,5,C42;E42
D43,terminal_upper,D,43,,,1648.345,316.128,1736.938,678.551,63.506,terminal_upper_col_43,vertical_terminal_strip,vertical,3,5,C43;E43
D44,terminal_upper,D,44,,,1685.069,316.128,1772.218,678.856,99.123,terminal_upper_col_44,vertical_terminal_strip,vertical,3,5,C44;E44
D45,terminal_upper,D,45,,,1721.793,316.128,1807.405,679.16,65.84,terminal_upper_col_45,vertical_terminal_strip,vertical,3,5,C45;E45
D46,terminal_upper,D,46,,,1758.516,316.128,1842.502,679.463,68.111,terminal_upper_col_46,vertical_terminal_strip,vertical,3,5,C46;E46
D47,terminal_upper,D,47,,,1795.24,316.128,1877.507,679.766,64.0,terminal_upper_col_47,vertical_terminal_strip,vertical,3,5,C47;E47
D48,terminal_upper,D,48,,,1831.964,316.128,1912.421,680.068,55.173,terminal_upper_col_48,vertical_terminal_strip,vertical,3,5,C48;E48
D49,terminal_upper,D,49,,,1868.687,316.128,1947.245,680.369,57.247,terminal_upper_col_49,vertical_terminal_strip,vertical,3,5,C49;E49
D50,terminal_upper,D,50,,,1905.411,316.128,1981.979,680.669,60.617,terminal_upper_col_50,vertical_terminal_strip,vertical,3,5,C50;E50
D51,terminal_upper,D,51,,,1942.135,316.128,2016.623,680.968,45.457,terminal_upper_col_51,vertical_terminal_strip,vertical,3,5,C51;E51
D52,terminal_upper,D,52,,,1978.859,316.128,2051.178,681.267,44.914,terminal_upper_col_52,vertical_terminal_strip,vertical,3,5,C52;E52
D53,terminal_upper,D,53,,,2015.582,316.128,2085.645,681.565,34.494,terminal_upper_col_53,vertical_terminal_strip,vertical,3,5,C53;E53
D54,terminal_upper,D,54,,,2052.306,316.128,2120.022,681.862,40.037,terminal_upper_col_54,vertical_terminal_strip,vertical,3,5,C54;E54
D55,terminal_upper,D,55,,,2089.03,316.128,2154.311,682.159,39.037,terminal_upper_col_55,vertical_terminal_strip,vertical,3,5,C55;E55
D56,terminal_upper,D,56,,,2125.754,316.128,2188.512,682.454,41.469,terminal_upper_col_56,vertical_terminal_strip,vertical,3,5,C56;E56
D57,terminal_upper,D,57,,,2162.477,316.128,2222.625,682.749,34.198,terminal_upper_col_57,vertical_terminal_strip,vertical,3,5,C57;E57
D58,terminal_upper,D,58,,,2199.201,316.128,2256.652,683.043,37.506,terminal_upper_col_58,vertical_terminal_strip,vertical,3,5,C58;E58
D59,terminal_upper,D,59,,,2235.925,316.128,2290.591,683.337,32.16,terminal_upper_col_59,vertical_terminal_strip,vertical,3,5,C59;E59
D60,terminal_upper,D,60,,,2272.649,316.128,2324.444,683.629,29.593,terminal_upper_col_60,vertical_terminal_strip,vertical,3,5,C60;E60
D61,terminal_upper,D,61,,,2309.372,316.128,2358.21,683.921,27.494,terminal_upper_col_61,vertical_terminal_strip,vertical,3,5,C61;E61
D62,terminal_upper,D,62,,,2346.096,316.128,2391.891,684.212,21.568,terminal_upper_col_62,vertical_terminal_strip,vertical,3,5,C62;E62
E00,terminal_upper,E,0,,,69.225,354.423,127.941,702.94,44.222,terminal_upper_col_00,vertical_terminal_strip,vertical,4,5,D00
E01,terminal_upper,E,1,,,105.948,354.423,167.514,703.229,54.358,terminal_upper_col_01,vertical_terminal_strip,vertical,4,5,D01
E02,terminal_upper,E,2,,,142.672,354.423,206.978,703.517,57.877,terminal_upper_col_02,vertical_terminal_strip,vertical,4,5,D02
E03,terminal_upper,E,3,,,179.396,354.423,246.334,703.805,40.123,terminal_upper_col_03,vertical_terminal_strip,vertical,4,5,D03
E04,terminal_upper,E,4,,,216.119,354.423,285.581,704.092,72.173,terminal_upper_col_04,vertical_terminal_strip,vertical,4,5,D04
E05,terminal_upper,E,5,,,252.843,354.423,324.721,704.378,65.16,terminal_upper_col_05,vertical_terminal_strip,vertical,4,5,D05
E06,terminal_upper,E,6,,,289.567,354.423,363.753,704.663,71.037,terminal_upper_col_06,vertical_terminal_strip,vertical,4,5,D06
E07,terminal_upper,E,7,,,326.291,354.423,402.679,704.948,78.951,terminal_upper_col_07,vertical_terminal_strip,vertical,4,5,D07
E08,terminal_upper,E,8,,,363.014,354.423,441.498,705.231,95.395,terminal_upper_col_08,vertical_terminal_strip,vertical,4,5,D08
E09,terminal_upper,E,9,,,399.738,354.423,480.211,705.514,113.556,terminal_upper_col_09,vertical_terminal_strip,vertical,4,5,D09
E10,terminal_upper,E,10,,,436.462,354.423,518.819,705.797,125.136,terminal_upper_col_10,vertical_terminal_strip,vertical,4,5,D10
E11,terminal_upper,E,11,,,473.186,354.423,557.322,706.078,112.691,terminal_upper_col_11,vertical_terminal_strip,vertical,4,5,D11
E12,terminal_upper,E,12,,,509.909,354.423,595.721,706.359,91.0,terminal_upper_col_12,vertical_terminal_strip,vertical,4,5,D12
E13,terminal_upper,E,13,,,546.633,354.423,634.015,706.639,148.63,terminal_upper_col_13,vertical_terminal_strip,vertical,4,5,D13
E14,terminal_upper,E,14,,,583.357,354.423,672.205,706.918,122.531,terminal_upper_col_14,vertical_terminal_strip,vertical,4,5,D14
E15,terminal_upper,E,15,,,620.081,354.423,710.292,707.196,145.16,terminal_upper_col_15,vertical_terminal_strip,vertical,4,5,D15
E16,terminal_upper,E,16,,,656.804,354.423,748.276,707.474,162.741,terminal_upper_col_16,vertical_terminal_strip,vertical,4,5,D16
E17,terminal_upper,E,17,,,693.528,354.423,786.158,707.751,148.654,terminal_upper_col_17,vertical_terminal_strip,vertical,4,5,D17
E18,terminal_upper,E,18,,,730.252,354.423,823.937,708.027,170.333,terminal_upper_col_18,vertical_terminal_strip,vertical,4,5,D18
E19,terminal_upper,E,19,,,766.975,354.423,861.615,708.302,167.802,terminal_upper_col_19,vertical_terminal_strip,vertical,4,5,D19
E20,terminal_upper,E,20,,,803.699,354.423,899.191,708.577,171.074,terminal_upper_col_20,vertical_terminal_strip,vertical,4,5,D20
E21,terminal_upper,E,21,,,840.423,354.423,936.667,708.851,157.222,terminal_upper_col_21,vertical_terminal_strip,vertical,4,5,D21
E22,terminal_upper,E,22,,,877.147,354.423,974.042,709.124,171.012,terminal_upper_col_22,vertical_terminal_strip,vertical,4,5,D22
E23,terminal_upper,E,23,,,913.87,354.423,1011.317,709.396,146.827,terminal_upper_col_23,vertical_terminal_strip,vertical,4,5,D23
E24,terminal_upper,E,24,,,950.594,354.423,1048.492,709.668,144.889,terminal_upper_col_24,vertical_terminal_strip,vertical,4,5,D24
E25,terminal_upper,E,25,,,987.318,354.423,1085.568,709.939,145.593,terminal_upper_col_25,vertical_terminal_strip,vertical,4,5,D25
E26,terminal_upper,E,26,,,1024.042,354.423,1122.546,710.21,123.086,terminal_upper_col_26,vertical_terminal_strip,vertical,4,5,D26
E27,terminal_upper,E,27,,,1060.765,354.423,1159.425,710.479,113.025,terminal_upper_col_27,vertical_terminal_strip,vertical,4,5,D27
E28,terminal_upper,E,28,,,1097.489,354.423,1196.205,710.748,140.556,terminal_upper_col_28,vertical_terminal_strip,vertical,4,5,D28
E29,terminal_upper,E,29,,,1134.213,354.423,1232.888,711.016,144.049,terminal_upper_col_29,vertical_terminal_strip,vertical,4,5,D29
E30,terminal_upper,E,30,,,1170.937,354.423,1269.474,711.284,141.519,terminal_upper_col_30,vertical_terminal_strip,vertical,4,5,D30
E31,terminal_upper,E,31,,,1207.66,354.423,1305.963,711.55,145.951,terminal_upper_col_31,vertical_terminal_strip,vertical,4,5,D31
E32,terminal_upper,E,32,,,1244.384,354.423,1342.355,711.816,118.173,terminal_upper_col_32,vertical_terminal_strip,vertical,4,5,D32
E33,terminal_upper,E,33,,,1281.108,354.423,1378.652,712.082,131.296,terminal_upper_col_33,vertical_terminal_strip,vertical,4,5,D33
E34,terminal_upper,E,34,,,1317.831,354.423,1414.852,712.346,114.506,terminal_upper_col_34,vertical_terminal_strip,vertical,4,5,D34
E35,terminal_upper,E,35,,,1354.555,354.423,1450.957,712.61,126.642,terminal_upper_col_35,vertical_terminal_strip,vertical,4,5,D35
E36,terminal_upper,E,36,,,1391.279,354.423,1486.967,712.873,110.407,terminal_upper_col_36,vertical_terminal_strip,vertical,4,5,D36
E37,terminal_upper,E,37,,,1428.003,354.423,1522.883,713.136,95.432,terminal_upper_col_37,vertical_terminal_strip,vertical,4,5,D37
E38,terminal_upper,E,38,,,1464.726,354.423,1558.704,713.398,107.432,terminal_upper_col_38,vertical_terminal_strip,vertical,4,5,D38
E39,terminal_upper,E,39,,,1501.45,354.423,1594.431,713.659,102.309,terminal_upper_col_39,vertical_terminal_strip,vertical,4,5,D39
E40,terminal_upper,E,40,,,1538.174,354.423,1630.065,713.919,82.136,terminal_upper_col_40,vertical_terminal_strip,vertical,4,5,D40
E41,terminal_upper,E,41,,,1574.898,354.423,1665.605,714.179,82.568,terminal_upper_col_41,vertical_terminal_strip,vertical,4,5,D41
E42,terminal_upper,E,42,,,1611.621,354.423,1701.053,714.438,64.605,terminal_upper_col_42,vertical_terminal_strip,vertical,4,5,D42
E43,terminal_upper,E,43,,,1648.345,354.423,1736.409,714.697,72.37,terminal_upper_col_43,vertical_terminal_strip,vertical,4,5,D43
E44,terminal_upper,E,44,,,1685.069,354.423,1771.672,714.954,85.642,terminal_upper_col_44,vertical_terminal_strip,vertical,4,5,D44
E45,terminal_upper,E,45,,,1721.793,354.423,1806.844,715.211,59.654,terminal_upper_col_45,vertical_terminal_strip,vertical,4,5,D45
E46,terminal_upper,E,46,,,1758.516,354.423,1841.924,715.468,58.802,terminal_upper_col_46,vertical_terminal_strip,vertical,4,5,D46
E47,terminal_upper,E,47,,,1795.24,354.423,1876.913,715.724,58.543,terminal_upper_col_47,vertical_terminal_strip,vertical,4,5,D47
E48,terminal_upper,E,48,,,1831.964,354.423,1911.812,715.979,61.753,terminal_upper_col_48,vertical_terminal_strip,vertical,4,5,D48
E49,terminal_upper,E,49,,,1868.687,354.423,1946.62,716.233,63.889,terminal_upper_col_49,vertical_terminal_strip,vertical,4,5,D49
E50,terminal_upper,E,50,,,1905.411,354.423,1981.339,716.487,54.025,terminal_upper_col_50,vertical_terminal_strip,vertical,4,5,D50
E51,terminal_upper,E,51,,,1942.135,354.423,2015.967,716.74,36.667,terminal_upper_col_51,vertical_terminal_strip,vertical,4,5,D51
E52,terminal_upper,E,52,,,1978.859,354.423,2050.507,716.992,86.025,terminal_upper_col_52,vertical_terminal_strip,vertical,4,5,D52
E53,terminal_upper,E,53,,,2015.582,354.423,2084.958,717.244,38.519,terminal_upper_col_53,vertical_terminal_strip,vertical,4,5,D53
E54,terminal_upper,E,54,,,2052.306,354.423,2119.32,717.495,39.469,terminal_upper_col_54,vertical_terminal_strip,vertical,4,5,D54
E55,terminal_upper,E,55,,,2089.03,354.423,2153.594,717.746,44.136,terminal_upper_col_55,vertical_terminal_strip,vertical,4,5,D55
E56,terminal_upper,E,56,,,2125.754,354.423,2187.78,717.996,37.963,terminal_upper_col_56,vertical_terminal_strip,vertical,4,5,D56
E57,terminal_upper,E,57,,,2162.477,354.423,2221.878,718.245,36.185,terminal_upper_col_57,vertical_terminal_strip,vertical,4,5,D57
E58,terminal_upper,E,58,,,2199.201,354.423,2255.89,718.494,33.827,terminal_upper_col_58,vertical_terminal_strip,vertical,4,5,D58
E59,terminal_upper,E,59,,,2235.925,354.423,2289.814,718.742,31.951,terminal_upper_col_59,vertical_terminal_strip,vertical,4,5,D59
E60,terminal_upper,E,60,,,2272.649,354.423,2323.652,718.989,29.988,terminal_upper_col_60,vertical_terminal_strip,vertical,4,5,D60
E61,terminal_upper,E,61,,,2309.372,354.423,2357.404,719.236,30.593,terminal_upper_col_61,vertical_terminal_strip,vertical,4,5,D61
E62,terminal_upper,E,62,,,2346.096,354.423,2391.07,719.482,16.568,terminal_upper_col_62,vertical_terminal_strip,vertical,4,5,D62
F00,terminal_lower,F,0,,,69.225,467.389,128.677,815.694,35.926,terminal_lower_col_00,vertical_terminal_strip,vertical,0,5,G00
F01,terminal_lower,F,1,,,105.948,467.389,168.191,815.827,46.556,terminal_lower_col_01,vertical_terminal_strip,vertical,0,5,G01
F02,terminal_lower,F,2,,,142.672,467.389,207.595,815.96,58.012,terminal_lower_col_02,vertical_terminal_strip,vertical,0,5,G02
F03,terminal_lower,F,3,,,179.396,467.389,246.892,816.093,52.198,terminal_lower_col_03,vertical_terminal_strip,vertical,0,5,G03
F04,terminal_lower,F,4,,,216.119,467.389,286.08,816.226,69.864,terminal_lower_col_04,vertical_terminal_strip,vertical,0,5,G04
F05,terminal_lower,F,5,,,252.843,467.389,325.162,816.358,75.988,terminal_lower_col_05,vertical_terminal_strip,vertical,0,5,G05
F06,terminal_lower,F,6,,,289.567,467.389,364.136,816.489,94.346,terminal_lower_col_06,vertical_terminal_strip,vertical,0,5,G06
F07,terminal_lower,F,7,,,326.291,467.389,403.004,816.621,89.309,terminal_lower_col_07,vertical_terminal_strip,vertical,0,5,G07
F08,terminal_lower,F,8,,,363.014,467.389,441.766,816.752,96.062,terminal_lower_col_08,vertical_terminal_strip,vertical,0,5,G08
F09,terminal_lower,F,9,,,399.738,467.389,480.422,816.882,111.765,terminal_lower_col_09,vertical_terminal_strip,vertical,0,5,G09
F10,terminal_lower,F,10,,,436.462,467.389,518.973,817.013,102.012,terminal_lower_col_10,vertical_terminal_strip,vertical,0,5,G10
F11,terminal_lower,F,11,,,473.186,467.389,557.419,817.143,128.469,terminal_lower_col_11,vertical_terminal_strip,vertical,0,5,G11
F12,terminal_lower,F,12,,,509.909,467.389,595.761,817.272,124.963,terminal_lower_col_12,vertical_terminal_strip,vertical,0,5,G12
F13,terminal_lower,F,13,,,546.633,467.389,634.0,817.401,131.556,terminal_lower_col_13,vertical_terminal_strip,vertical,0,5,G13
F14,terminal_lower,F,14,,,583.357,467.389,672.134,817.53,138.938,terminal_lower_col_14,vertical_terminal_strip,vertical,0,5,G14
F15,terminal_lower,F,15,,,620.081,467.389,710.166,817.659,149.938,terminal_lower_col_15,vertical_terminal_strip,vertical,0,5,G15
F16,terminal_lower,F,16,,,656.804,467.389,748.095,817.787,148.84,terminal_lower_col_16,vertical_terminal_strip,vertical,0,5,G16
F17,terminal_lower,F,17,,,693.528,467.389,785.922,817.915,155.235,terminal_lower_col_17,vertical_terminal_strip,vertical,0,5,G17
F18,terminal_lower,F,18,,,730.252,467.389,823.647,818.042,158.037,terminal_lower_col_18,vertical_terminal_strip,vertical,0,5,G18
F19,terminal_lower,F,19,,,766.975,467.389,861.27,818.17,153.049,terminal_lower_col_19,vertical_terminal_strip,vertical,0,5,G19
F20,terminal_lower,F,20,,,803.699,467.389,898.793,818.296,142.741,terminal_lower_col_20,vertical_terminal_strip,vertical,0,5,G20
F21,terminal_lower,F,21,,,840.423,467.389,936.215,818.423,130.741,terminal_lower_col_21,vertical_terminal_strip,vertical,0,5,G21
F22,terminal_lower,F,22,,,877.147,467.389,973.537,818.549,134.827,terminal_lower_col_22,vertical_terminal_strip,vertical,0,5,G22
F23,terminal_lower,F,23,,,913.87,467.389,1010.759,818.675,132.062,terminal_lower_col_23,vertical_terminal_strip,vertical,0,5,G23
F24,terminal_lower,F,24,,,950.594,467.389,1047.882,818.8,93.593,terminal_lower_col_24,vertical_terminal_strip,vertical,0,5,G24
F25,terminal_lower,F,25,,,987.318,467.389,1084.906,818.925,95.864,terminal_lower_col_25,vertical_terminal_strip,vertical,0,5,G25
F26,terminal_lower,F,26,,,1024.042,467.389,1121.831,819.05,101.926,terminal_lower_col_26,vertical_terminal_strip,vertical,0,5,G26
F27,terminal_lower,F,27,,,1060.765,467.389,1158.658,819.175,108.457,terminal_lower_col_27,vertical_terminal_strip,vertical,0,5,G27
F28,terminal_lower,F,28,,,1097.489,467.389,1195.387,819.299,125.852,terminal_lower_col_28,vertical_terminal_strip,vertical,0,5,G28
F29,terminal_lower,F,29,,,1134.213,467.389,1232.019,819.423,133.556,terminal_lower_col_29,vertical_terminal_strip,vertical,0,5,G29
F30,terminal_lower,F,30,,,1170.937,467.389,1268.553,819.546,138.654,terminal_lower_col_30,vertical_terminal_strip,vertical,0,5,G30
F31,terminal_lower,F,31,,,1207.66,467.389,1304.992,819.669,136.704,terminal_lower_col_31,vertical_terminal_strip,vertical,0,5,G31
F32,terminal_lower,F,32,,,1244.384,467.389,1341.333,819.792,140.099,terminal_lower_col_32,vertical_terminal_strip,vertical,0,5,G32
F33,terminal_lower,F,33,,,1281.108,467.389,1377.58,819.915,125.395,terminal_lower_col_33,vertical_terminal_strip,vertical,0,5,G33
F34,terminal_lower,F,34,,,1317.831,467.389,1413.73,820.037,140.383,terminal_lower_col_34,vertical_terminal_strip,vertical,0,5,G34
F35,terminal_lower,F,35,,,1354.555,467.389,1449.785,820.159,122.123,terminal_lower_col_35,vertical_terminal_strip,vertical,0,5,G35
F36,terminal_lower,F,36,,,1391.279,467.389,1485.746,820.28,127.284,terminal_lower_col_36,vertical_terminal_strip,vertical,0,5,G36
F37,terminal_lower,F,37,,,1428.003,467.389,1521.612,820.401,112.654,terminal_lower_col_37,vertical_terminal_strip,vertical,0,5,G37
F38,terminal_lower,F,38,,,1464.726,467.389,1557.385,820.522,98.012,terminal_lower_col_38,vertical_terminal_strip,vertical,0,5,G38
F39,terminal_lower,F,39,,,1501.45,467.389,1593.063,820.643,128.284,terminal_lower_col_39,vertical_terminal_strip,vertical,0,5,G39
F40,terminal_lower,F,40,,,1538.174,467.389,1628.649,820.763,4.926,terminal_lower_col_40,vertical_terminal_strip,vertical,0,5,G40
F41,terminal_lower,F,41,,,1574.898,467.389,1664.141,820.883,82.222,terminal_lower_col_41,vertical_terminal_strip,vertical,0,5,G41
F42,terminal_lower,F,42,,,1611.621,467.389,1699.541,821.003,88.0,terminal_lower_col_42,vertical_terminal_strip,vertical,0,5,G42
F43,terminal_lower,F,43,,,1648.345,467.389,1734.849,821.122,93.284,terminal_lower_col_43,vertical_terminal_strip,vertical,0,5,G43
F44,terminal_lower,F,44,,,1685.069,467.389,1770.065,821.241,79.185,terminal_lower_col_44,vertical_terminal_strip,vertical,0,5,G44
F45,terminal_lower,F,45,,,1721.793,467.389,1805.19,821.36,78.63,terminal_lower_col_45,vertical_terminal_strip,vertical,0,5,G45
F46,terminal_lower,F,46,,,1758.516,467.389,1840.223,821.478,71.185,terminal_lower_col_46,vertical_terminal_strip,vertical,0,5,G46
F47,terminal_lower,F,47,,,1795.24,467.389,1875.166,821.596,71.123,terminal_lower_col_47,vertical_terminal_strip,vertical,0,5,G47
F48,terminal_lower,F,48,,,1831.964,467.389,1910.018,821.714,55.79,terminal_lower_col_48,vertical_terminal_strip,vertical,0,5,G48
F49,terminal_lower,F,49,,,1868.687,467.389,1944.78,821.832,36.198,terminal_lower_col_49,vertical_terminal_strip,vertical,0,5,G49
F50,terminal_lower,F,50,,,1905.411,467.389,1979.453,821.949,85.407,terminal_lower_col_50,vertical_terminal_strip,vertical,0,5,G50
F51,terminal_lower,F,51,,,1942.135,467.389,2014.036,822.066,44.284,terminal_lower_col_51,vertical_terminal_strip,vertical,0,5,G51
F52,terminal_lower,F,52,,,1978.859,467.389,2048.531,822.182,49.531,terminal_lower_col_52,vertical_terminal_strip,vertical,0,5,G52
F53,terminal_lower,F,53,,,2015.582,467.389,2082.936,822.299,45.0,terminal_lower_col_53,vertical_terminal_strip,vertical,0,5,G53
F54,terminal_lower,F,54,,,2052.306,467.389,2117.253,822.415,39.864,terminal_lower_col_54,vertical_terminal_strip,vertical,0,5,G54
F55,terminal_lower,F,55,,,2089.03,467.389,2151.482,822.53,36.877,terminal_lower_col_55,vertical_terminal_strip,vertical,0,5,G55
F56,terminal_lower,F,56,,,2125.754,467.389,2185.624,822.646,36.79,terminal_lower_col_56,vertical_terminal_strip,vertical,0,5,G56
F57,terminal_lower,F,57,,,2162.477,467.389,2219.678,822.761,32.617,terminal_lower_col_57,vertical_terminal_strip,vertical,0,5,G57
F58,terminal_lower,F,58,,,2199.201,467.389,2253.646,822.876,29.099,terminal_lower_col_58,vertical_terminal_strip,vertical,0,5,G58
F59,terminal_lower,F,59,,,2235.925,467.389,2287.527,822.99,28.728,terminal_lower_col_59,vertical_terminal_strip,vertical,0,5,G59
F60,terminal_lower,F,60,,,2272.649,467.389,2321.321,823.104,28.741,terminal_lower_col_60,vertical_terminal_strip,vertical,0,5,G60
F61,terminal_lower,F,61,,,2309.372,467.389,2355.03,823.218,23.988,terminal_lower_col_61,vertical_terminal_strip,vertical,0,5,G61
F62,terminal_lower,F,62,,,2346.096,467.389,2388.652,823.332,19.395,terminal_lower_col_62,vertical_terminal_strip,vertical,0,5,G62
G00,terminal_lower,G,0,,,69.225,505.554,128.925,853.712,40.333,terminal_lower_col_00,vertical_terminal_strip,vertical,1,5,F00;H00
G01,terminal_lower,G,1,,,105.948,505.554,168.419,853.793,49.815,terminal_lower_col_01,vertical_terminal_strip,vertical,1,5,F01;H01
G02,terminal_lower,G,2,,,142.672,505.554,207.803,853.874,62.012,terminal_lower_col_02,vertical_terminal_strip,vertical,1,5,F02;H02
G03,terminal_lower,G,3,,,179.396,505.554,247.08,853.955,56.37,terminal_lower_col_03,vertical_terminal_strip,vertical,1,5,F03;H03
G04,terminal_lower,G,4,,,216.119,505.554,286.249,854.035,66.617,terminal_lower_col_04,vertical_terminal_strip,vertical,1,5,F04;H04
G05,terminal_lower,G,5,,,252.843,505.554,325.31,854.115,72.395,terminal_lower_col_05,vertical_terminal_strip,vertical,1,5,F05;H05
G06,terminal_lower,G,6,,,289.567,505.554,364.265,854.196,87.988,terminal_lower_col_06,vertical_terminal_strip,vertical,1,5,F06;H06
G07,terminal_lower,G,7,,,326.291,505.554,403.113,854.275,85.123,terminal_lower_col_07,vertical_terminal_strip,vertical,1,5,F07;H07
